TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
HHEX,0.119,4.53E-01,0.867,0.359,0.456,4.02E-01
E2F5,0.329,3.71E-01,0.036,0.379,0.457,4.05E-01
SMARCB1,0.093,4.63E-01,-0.955,0.422,0.458,4.05E-01
ZFP64,0.071,4.72E-01,0.549,0.376,0.459,4.08E-01
TRIM25,0.229,4.09E-01,-0.412,0.397,0.46,4.10E-01
PGBD3,0.227,4.10E-01,0.457,0.368,0.461,4.13E-01
ZMIZ1,0.293,3.85E-01,0.06,0.377,0.462,4.14E-01
WWTR1,0.199,4.21E-01,0.482,0.365,0.462,4.16E-01
E2F7,-0.272,6.07E-01,-0.194,0.417,0.464,4.20E-01
ZNF304,-0.014,5.06E-01,1.168,0.35,0.465,4.22E-01
KDM5B,0.166,4.34E-01,-1.017,0.413,0.466,4.24E-01
MAX,0.041,4.84E-01,-1.57,0.441,0.467,4.27E-01
DAXX,0.151,4.40E-01,0.528,0.361,0.467,4.27E-01
NOTCH1,-1.009,8.44E-01,-1.246,0.539,0.469,4.30E-01
PLRG1,-0.213,5.84E-01,1.452,0.344,0.469,4.32E-01
INTS3,0.255,3.99E-01,0.114,0.37,0.471,4.36E-01
WRNIP1,0.32,3.74E-01,-0.148,0.376,0.475,4.43E-01
ZNF24,0.004,4.98E-01,-0.137,0.395,0.475,4.44E-01
WHSC1,0.057,4.77E-01,0.687,0.354,0.477,4.48E-01
USF1,-0.242,5.96E-01,-1.205,0.436,0.477,4.49E-01
MBD2,-1.108,8.66E-01,-1.402,0.582,0.479,4.52E-01
ZNF430,-0.167,5.66E-01,1.275,0.338,0.479,4.53E-01
CREB3,0.136,4.46E-01,0.35,0.361,0.481,4.57E-01
ZNF788,-0.129,5.52E-01,0.733,0.36,0.482,4.59E-01
POU2F2,0.045,4.82E-01,-0.154,0.389,0.483,4.61E-01
ING5,0.015,4.94E-01,0.693,0.353,0.483,4.61E-01
DPF1,-0.119,5.47E-01,-0.034,0.391,0.483,4.62E-01
MYH11,-0.381,6.48E-01,-1.699,0.473,0.485,4.66E-01
BHLHE40,0.04,4.84E-01,-0.668,0.399,0.485,4.67E-01
TAT,0.065,4.74E-01,0.478,0.356,0.487,4.70E-01
ZNF740,-0.419,6.63E-01,-0.931,0.433,0.487,4.71E-01
KDM6B,0.084,4.67E-01,-0.081,0.377,0.49,4.77E-01
CTBP2,-0.423,6.64E-01,-0.922,0.43,0.49,4.77E-01
ZNF335,0.379,3.52E-01,-0.949,0.38,0.492,4.83E-01
ZNF675,-0.168,5.67E-01,1.063,0.338,0.494,4.86E-01
BCLAF1,-0.034,5.13E-01,-0.663,0.397,0.494,4.87E-01
ZNF136,-0.258,6.02E-01,1.383,0.331,0.495,4.88E-01
ZNF354C,-0.211,5.83E-01,1.223,0.335,0.495,4.90E-01
ZNF84,-0.058,5.23E-01,0.688,0.347,0.496,4.91E-01
RAD51,-0.31,6.22E-01,0.42,0.378,0.498,4.94E-01
MIER1,0.06,4.76E-01,0.109,0.362,0.498,4.95E-01
ERCC2,-0.098,5.39E-01,0.768,0.344,0.499,4.97E-01
AGO1,-0.166,5.66E-01,0.301,0.367,0.5,5.00E-01
SP7,0.245,4.03E-01,-0.45,0.364,0.501,5.02E-01
ZC3H8,0.111,4.56E-01,-0.152,0.368,0.501,5.02E-01
HDGF,-0.428,6.66E-01,-0.059,0.399,0.501,5.03E-01
ID3,0.124,4.51E-01,-0.064,0.361,0.502,5.04E-01
RFX5,-0.315,6.24E-01,-1.072,0.419,0.503,5.06E-01
